iter	Passed	Remaining
543	1068	895
544	1070	893
545	1072	891
546	1074	890
547	1076	888
548	1078	886
549	1080	884
550	1082	882
551	1084	880
552	1086	878
553	1088	876
554	1090	874
555	1092	872
556	1096	872
557	1098	870
558	1100	868
559	1102	866
560	1104	864
561	1106	862
562	1108	860
563	1110	858
564	1112	856
565	1114	854
566	1116	852
567	1118	850
568	1120	848
569	1124	848
570	1129	848
571	1131	846
572	1134	845
573	1136	843
574	1139	842
575	1141	840
576	1143	838
577	1145	836
578	1148	835
579	1150	833
580	1152	831
581	1154	829
582	1158	828
583	1160	826
584	1163	825
585	1165	823
586	1167	821
587	1169	819
588	1172	818
589	1175	816
590	1177	814
591	1179	812
592	1181	810
593	1183	808
594	1185	806
595	1187	804
596	1189	802
597	1191	800
598	1193	798
599	1195	796
600	1197	794
601	1199	792
602	1201	790
603	1203	788
604	1205	786
605	1207	784
606	1209	782
607	1211	780
608	1213	778
609	1215	776
610	1217	774
611	1219	772
612	1221	771
613	1223	769
614	1225	766
615	1226	764
616	1228	762
617	1230	760
618	1232	758
619	1234	756
620	1236	754
621	1238	752
622	1240	750
623	1242	748
624	1244	746
625	1246	744
626	1248	742
627	1250	740
628	1252	738
629	1254	736
630	1256	734
631	1258	732
632	1259	730
633	1261	728
634	1263	726
635	1265	724
636	1267	722
637	1269	720
638	1271	718
639	1273	716
640	1275	714
641	1277	712
642	1279	710
643	1281	708
644	1283	706
645	1285	704
646	1288	702
647	1290	700
648	1292	698
649	1294	696
650	1296	694
651	1298	693
652	1300	691
653	1302	689
654	1304	687
655	1306	685
656	1308	683
657	1310	681
658	1312	679
659	1314	677
660	1316	675
661	1318	673
662	1320	671
663	1322	669
664	1324	667
665	1326	665
666	1328	663
667	1330	661
668	1332	659
669	1334	657
670	1335	655
671	1337	653
672	1339	651
673	1341	649
674	1343	646
675	1345	644
676	1347	642
677	1349	640
678	1351	638
679	1353	636
680	1355	634
681	1357	632
682	1359	631
683	1361	629
684	1363	627
685	1365	625
686	1367	623
687	1369	621
688	1371	619
689	1373	617
690	1375	614
691	1377	612
692	1378	610
693	1380	608
694	1382	606
695	1384	604
696	1386	602
697	1388	600
698	1390	598
699	1392	596
700	1395	595
701	1397	593
702	1399	591
703	1401	589
704	1403	587
705	1405	585
706	1407	583
707	1409	581
708	1411	579
709	1413	577
710	1414	575
711	1416	573
712	1418	571
713	1420	569
714	1422	567
715	1424	565
716	1426	563
717	1428	561
718	1430	559
719	1432	557
720	1434	555
721	1436	553
722	1438	551
723	1440	549
724	1442	547
725	1444	545
726	1446	543
727	1448	541
728	1450	539
729	1452	537
730	1454	535
731	1456	533
732	1458	531
733	1460	529
734	1462	527
735	1464	525
736	1466	523
737	1468	521
738	1469	519
739	1471	517
740	1473	515
741	1475	513
742	1477	511
743	1479	509
744	1481	507
745	1483	505
746	1485	503
747	1487	501
748	1489	499
749	1491	497
750	1493	495
751	1496	493
752	1497	491
753	1499	489
754	1501	487
755	1503	485
756	1505	483
757	1507	481
758	1509	479
759	1511	477
760	1515	476
761	1521	475
762	1524	473
763	1526	471
764	1528	469
765	1530	467
766	1532	465
767	1535	463
768	1537	461
769	1539	459
770	1541	457
771	1543	455
772	1545	453
773	1547	451
774	1549	449
775	1551	447
776	1553	445
777	1555	443
778	1557	441
779	1559	439
780	1561	437
781	1563	435
782	1565	433
783	1567	431
784	1569	429
785	1571	427
786	1573	425
787	1575	423
788	1577	421
789	1579	419
790	1582	418
791	1583	415
792	1585	413
793	1587	411
794	1589	409
795	1591	407
796	1593	405
797	1595	403
798	1597	401
799	1599	399
800	1601	397
801	1603	395
802	1605	393
803	1607	391
804	1609	389
805	1611	387
806	1613	385
807	1615	383
808	1617	381
809	1619	379
810	1622	378
811	1627	376
812	1630	374
813	1632	373
814	1634	371
815	1636	369
816	1638	367
817	1640	365
818	1643	363
819	1645	361
820	1647	359
821	1649	357
822	1651	355
823	1653	353
824	1655	351
825	1657	349
826	1661	347
827	1664	345
828	1665	343
829	1667	341
830	1669	339
831	1671	337
832	1676	336
833	1678	334
834	1680	332
835	1682	330
836	1684	327
837	1686	325
838	1688	323
839	1690	321
840	1692	320
841	1694	318
842	1696	316
843	1698	314
844	1700	311
845	1702	309
846	1705	308
847	1707	305
848	1709	303
849	1711	301
850	1713	299
851	1715	297
852	1717	295
853	1719	293
854	1720	291
855	1723	289
856	1724	287
857	1726	285
858	1728	283
859	1730	281
860	1732	279
861	1734	277
862	1735	275
863	1738	273
864	1739	271
865	1741	269
866	1743	267
867	1745	265
868	1747	263
869	1749	261
870	1751	259
871	1753	257
872	1755	255
873	1757	253
874	1759	251
875	1761	249
876	1763	247
877	1765	245
878	1767	243
879	1769	241
880	1771	239
881	1773	237
882	1775	235
883	1777	233
884	1779	231
885	1781	229
886	1783	227
887	1785	225
888	1787	223
889	1789	221
890	1791	219
891	1793	217
892	1795	215
893	1797	213
894	1799	211
895	1801	209
896	1803	207
897	1805	205
898	1807	203
899	1809	201
900	1811	199
901	1814	197
902	1816	195
903	1818	193
904	1820	191
905	1822	189
906	1824	187
907	1826	185
908	1828	183
909	1830	180
910	1832	178
911	1833	176
912	1835	174
913	1837	172
914	1839	170
915	1841	168
916	1843	166
917	1845	164
918	1847	162
919	1849	160
920	1851	158
921	1853	156
922	1855	154
923	1857	152
924	1859	150
925	1861	148
926	1865	146
927	1867	144
928	1869	142
929	1872	140
930	1874	138
931	1876	136
932	1878	134
933	1880	132
934	1882	130
935	1884	128
936	1887	126
937	1889	124
938	1891	122
939	1893	120
940	1895	118
941	1897	116
942	1899	114
943	1902	112
944	1904	110
945	1906	108
946	1909	106
947	1911	104
948	1913	102
949	1915	100
950	1917	98
951	1919	96
952	1921	94
953	1925	92
954	1927	90
955	1929	88
956	1931	86
957	1933	84
958	1935	82
959	1937	80
960	1939	78
961	1941	76
962	1943	74
963	1946	72
964	1948	70
965	1950	68
966	1952	66
967	1955	64
968	1957	62
969	1960	60
970	1962	58
971	1964	56
972	1966	54
973	1968	52
974	1971	50
975	1973	48
976	1976	46
977	1978	44
978	1980	42
979	1982	40
980	1984	38
981	1987	36
982	1989	34
983	1991	32
984	1993	30
985	1995	28
986	1997	26
987	1999	24
988	2001	22
989	2003	20
990	2005	18
991	2007	16
992	2009	14
993	2010	12
994	2012	10
995	2014	8
996	2016	6
997	2018	4
998	2020	2
999	2022	0
