iter	RMSE
388	269671.8733
389	269671.5127
390	269671.213
391	269670.8161
392	269670.5358
393	269670.2164
394	269669.8895
395	269669.643
396	269669.3283
397	269668.9204
398	269668.6049
399	269668.2873
400	269667.9254
401	269667.5916
402	269667.2615
403	269666.9195
404	269666.5262
405	269666.1927
406	269665.9104
407	269665.6138
408	269665.3476
409	269665.086
410	269664.8565
411	269664.5548
412	269664.3089
413	269664.0723
414	269663.8063
415	269663.5549
416	269663.3663
417	269663.1555
418	269662.8302
419	269662.5246
420	269662.3127
421	269662.0617
422	269661.841
423	269661.5959
424	269661.3419
425	269661.1175
426	269660.8573
427	269660.6078
428	269660.4497
429	269660.2287
430	269660.0533
431	269659.8469
432	269659.6554
433	269659.4696
434	269659.2968
435	269659.0793
436	269658.9048
437	269658.7019
438	269658.4968
439	269658.3031
440	269658.1558
441	269657.9563
442	269657.8029
443	269657.651
444	269657.4485
445	269657.2769
446	269657.1261
447	269656.9384
448	269656.7671
449	269656.6027
450	269656.4157
451	269656.2816
452	269656.1214
453	269655.9778
454	269655.8173
455	269655.6526
456	269655.5101
457	269655.3446
458	269655.2245
459	269655.0893
460	269654.9561
461	269654.8555
462	269654.7237
463	269654.5791
464	269654.4182
465	269654.2941
466	269654.1544
467	269654.0092
468	269653.8754
469	269653.7787
470	269653.6375
471	269653.5187
472	269653.3889
473	269653.2709
474	269653.1732
475	269653.0711
476	269652.9448
477	269652.8528
478	269652.7602
479	269652.6606
480	269652.5721
481	269652.4608
482	269652.3707
483	269652.3057
484	269652.1959
485	269652.1056
486	269652.0372
487	269651.9563
488	269651.8577
489	269651.7829
490	269651.681
491	269651.5962
492	269651.5103
493	269651.4311
494	269651.3671
495	269651.2944
496	269651.2259
497	269651.1314
498	269651.0385
499	269650.9678
500	269650.8905
501	269650.8328
502	269650.7624
503	269650.7084
504	269650.6368
505	269650.5684
506	269650.5165
507	269650.4534
508	269650.3989
509	269650.3412
510	269650.2873
511	269650.2192
512	269650.1581
513	269650.072
514	269650.0222
515	269649.9584
516	269649.9143
517	269649.8493
518	269649.7991
519	269649.7427
520	269649.6989
521	269649.631
522	269649.5932
523	269649.5343
524	269649.4931
525	269649.4428
526	269649.384
527	269649.3389
528	269649.2887
529	269649.2452
530	269649.203
531	269649.164
532	269649.1271
533	269649.0774
534	269649.0382
535	269648.9763
536	269648.9309
537	269648.8982
538	269648.8617
539	269648.8236
540	269648.7664
541	269648.7162
542	269648.6613
543	269648.614
544	269648.5804
545	269648.5443
546	269648.4941
547	269648.4545
548	269648.4223
549	269648.3827
550	269648.3521
551	269648.2993
552	269648.2557
553	269648.23
554	269648.1997
555	269648.1726
556	269648.1385
557	269648.0959
558	269648.0437
559	269648.0093
560	269647.9762
561	269647.9369
562	269647.9161
563	269647.8854
564	269647.8571
565	269647.8377
566	269647.8147
567	269647.7844
568	269647.7616
569	269647.7359
570	269647.7066
571	269647.678
572	269647.6474
573	269647.6172
574	269647.5925
575	269647.5628
576	269647.5408
577	269647.5158
578	269647.493
579	269647.4711
580	269647.4454
581	269647.4076
582	269647.3806
583	269647.3667
584	269647.3433
585	269647.3136
586	269647.2923
587	269647.2718
588	269647.2523
589	269647.2259
590	269647.208
591	269647.1916
592	269647.1688
593	269647.152
594	269647.1321
595	269647.1134
596	269647.0896
597	269647.0676
598	269647.047
599	269647.0365
600	269647.0192
601	269646.9975
602	269646.9754
603	269646.9594
604	269646.9438
605	269646.9189
606	269646.8919
607	269646.8692
608	269646.8498
609	269646.8356
610	269646.8135
611	269646.7958
612	269646.7742
613	269646.7572
614	269646.749
615	269646.7272
616	269646.7099
617	269646.7002
618	269646.6879
619	269646.6673
620	269646.6522
621	269646.645
622	269646.6341
623	269646.6198
624	269646.6022
625	269646.5848
626	269646.57
627	269646.5555
628	269646.5434
629	269646.5329
630	269646.5157
631	269646.5064
632	269646.4948
633	269646.4779
634	269646.4687
635	269646.4641
636	269646.4507
637	269646.4384
638	269646.4273
639	269646.4165
640	269646.4027
641	269646.3939
642	269646.3795
643	269646.3671
644	269646.3491
645	269646.3379
646	269646.3278
647	269646.3162
648	269646.3055
649	269646.2961
650	269646.2864
651	269646.2811
652	269646.2709
653	269646.2588
654	269646.2424
655	269646.2365
656	269646.2294
657	269646.2206
658	269646.2106
659	269646.2051
660	269646.1997
661	269646.1934
662	269646.1811
663	269646.1667
664	269646.1604
665	269646.153
666	269646.1391
667	269646.1221
668	269646.1167
669	269646.1054
670	269646.0941
671	269646.0809
672	269646.075
673	269646.0669
674	269646.0571
675	269646.046
676	269646.04
677	269646.0303
678	269646.0182
679	269646.01
680	269646.0042
681	269645.9982
682	269645.9837
683	269645.9795
684	269645.9759
685	269645.9716
686	269645.9671
687	269645.9574
688	269645.9529
689	269645.943
690	269645.9338
691	269645.9286
692	269645.9236
693	269645.922
694	269645.9173
695	269645.9132
696	269645.9048
697	269645.896
698	269645.8911
699	269645.889
700	269645.8854
701	269645.8767
702	269645.8684
703	269645.86
704	269645.8558
705	269645.852
706	269645.8478
707	269645.8389
708	269645.8326
709	269645.8213
710	269645.8186
711	269645.8154
712	269645.8129
713	269645.8089
714	269645.7999
715	269645.7895
716	269645.7796
717	269645.7771
718	269645.7736
719	269645.771
720	269645.7641
721	269645.7599
722	269645.7497
723	269645.7468
724	269645.7402
725	269645.7366
726	269645.7336
727	269645.7257
728	269645.7231
729	269645.7147
730	269645.7124
731	269645.706
732	269645.6991
733	269645.6907
734	269645.6876
735	269645.6839
736	269645.6792
737	269645.673
738	269645.6704
739	269645.6684
740	269645.6631
741	269645.6574
742	269645.6519
743	269645.6481
744	269645.6436
745	269645.6417
746	269645.6371
747	269645.6345
748	269645.6319
749	269645.6287
750	269645.6239
751	269645.6219
752	269645.6202
753	269645.6184
754	269645.6171
755	269645.6118
756	269645.6095
757	269645.6052
758	269645.6031
759	269645.6006
760	269645.5945
761	269645.5893
762	269645.5844
763	269645.5797
764	269645.5785
765	269645.5736
766	269645.5677
767	269645.5664
768	269645.565
769	269645.5641
770	269645.5585
771	269645.5564
772	269645.5548
773	269645.5535
774	269645.5472
775	269645.5459
776	269645.5442
777	269645.5394
778	269645.5377
779	269645.5321
780	269645.5305
781	269645.5294
782	269645.5252
783	269645.5206
784	269645.5163
785	269645.5146
786	269645.5107
787	269645.5078
788	269645.5024
789	269645.4983
790	269645.4971
791	269645.4932
792	269645.4919
793	269645.4908
794	269645.487
795	269645.486
796	269645.4814
797	269645.4794
798	269645.4754
799	269645.4716
800	269645.4671
801	269645.4605
802	269645.4597
803	269645.4548
804	269645.4539
805	269645.4508
806	269645.4495
807	269645.4463
808	269645.4417
809	269645.4396
810	269645.4372
811	269645.4363
812	269645.433
813	269645.432
814	269645.4295
815	269645.4283
816	269645.4273
817	269645.4245
818	269645.4231
819	269645.4216
820	269645.4185
821	269645.4164
822	269645.4121
823	269645.4092
824	269645.4086
825	269645.4051
826	269645.4031
827	269645.4009
828	269645.4003
829	269645.3946
830	269645.3939
831	269645.391
832	269645.3904
833	269645.3897
834	269645.3887
835	269645.3863
836	269645.3822
837	269645.3796
838	269645.3789
839	269645.3781
840	269645.3775
841	269645.3753
842	269645.3727
843	269645.3721
844	269645.3696
845	269645.3688
846	269645.3662
847	269645.3639
848	269645.3633
849	269645.3628
850	269645.3606
851	269645.3589
852	269645.3586
853	269645.354
854	269645.3531
855	269645.3511
856	269645.3506
857	269645.3482
858	269645.3477
859	269645.3473
860	269645.3457
861	269645.345
862	269645.3444
863	269645.3441
864	269645.3418
865	269645.3396
866	269645.3375
867	269645.3356
868	269645.3336
869	269645.333
870	269645.332
871	269645.3316
872	269645.3311
873	269645.3292
874	269645.328
875	269645.3277
876	269645.3273
877	269645.3267
878	269645.3264
879	269645.3258
880	269645.3254
881	269645.3249
882	269645.3245
883	269645.3235
884	269645.3221
885	269645.3216
886	269645.3213
887	269645.3194
888	269645.3177
889	269645.3173
890	269645.3171
891	269645.3154
892	269645.315
893	269645.3145
894	269645.3103
895	269645.3087
896	269645.3071
897	269645.3038
898	269645.3026
899	269645.3002
900	269645.2976
901	269645.2952
902	269645.2949
903	269645.2944
904	269645.2942
905	269645.2938
906	269645.2936
907	269645.2933
908	269645.2923
909	269645.2907
910	269645.2883
911	269645.2881
912	269645.2861
913	269645.2856
914	269645.2847
915	269645.2845
916	269645.2843
917	269645.2841
918	269645.2825
919	269645.2812
920	269645.2809
921	269645.2806
922	269645.2803
923	269645.2793
924	269645.278
925	269645.2777
926	269645.276
927	269645.2758
928	269645.2755
929	269645.2736
930	269645.2732
931	269645.273
932	269645.272
933	269645.2719
934	269645.2716
935	269645.2715
936	269645.2697
937	269645.2695
938	269645.2682
939	269645.268
940	269645.2677
941	269645.2659
942	269645.2656
943	269645.2643
944	269645.2641
945	269645.2639
946	269645.2621
947	269645.262
948	269645.2618
949	269645.2604
950	269645.2602
951	269645.259
952	269645.2588
953	269645.2584
954	269645.2567
955	269645.2565
956	269645.2563
957	269645.2556
958	269645.254
959	269645.2538
960	269645.2528
961	269645.2526
962	269645.2516
963	269645.2514
964	269645.2507
965	269645.2505
966	269645.2503
967	269645.2501
968	269645.25
969	269645.2498
970	269645.2497
971	269645.2496
972	269645.2485
973	269645.2484
974	269645.2483
975	269645.2459
976	269645.2444
977	269645.243
978	269645.242
979	269645.2419
980	269645.2418
981	269645.2411
982	269645.241
983	269645.2409
984	269645.2407
985	269645.2385
986	269645.2384
987	269645.2376
988	269645.2362
989	269645.2361
990	269645.236
991	269645.2351
992	269645.235
993	269645.2349
994	269645.2348
995	269645.2347
996	269645.2345
997	269645.2325
998	269645.2323
999	269645.2322
